Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1637,Mexican Style Jalapeno with Tomato,Mexican,"jalapeno, tomato, corn, cheese, beans, cilantro",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,134,Hard,U_0077,"Greek, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-05-29,Spring,Breakfast,6,599,Dairy,10.64,6.5,Spring
R_1515,Chinese Style Chicken with Broccoli,Chinese,"chicken, broccoli, tofu, soy sauce, noodles, garlic, sesame oil",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0390,"Indian, Thai, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-04,Summer,Dessert,1,711,Gluten,23.46,4.7,Summer
R_1166,Chinese Style Garlic with Soy sauce,Chinese,"garlic, soy sauce, broccoli, sesame oil, ginger, noodles, chicken, tofu",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0371,"Chinese, Italian, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-09-13,Year-round,Weeknight,6,678,None,2.98,8.3,Year-round
R_0114,Japanese Style Miso with Salmon,Japanese,"miso, salmon, wasabi, soy sauce, seaweed, tuna, rice",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0158,"Thai, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-04,Spring,Weeknight,2,593,Seafood,13.57,5.7,Spring
R_0094,Japanese Style Tuna with Wasabi,Japanese,"tuna, wasabi, soy sauce, rice",1. Chop ingredients. 2. Cook for 26 mins. 3. Serve.,26,Easy,U_0141,"American, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-29,Autumn,Dessert,4,466,Gluten,6.15,2.7,Autumn
R_1972,Mexican Style Tomato with Cilantro,Mexican,"tomato, cilantro, jalapeno, corn",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,120,Hard,U_0251,"Thai, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-09-17,Winter,Festive,4,658,Nuts,23.84,2.6,Winter
R_0230,Chinese Style Chicken with Noodles,Chinese,"chicken, noodles, ginger, tofu",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0186,"French, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-04-30,Year-round,Dessert,2,430,Nuts,10.47,6.7,Year-round
R_0100,Mediterranean Style Pita with Cucumber,Mediterranean,"pita, cucumber, chickpeas, feta cheese, olives, tahini, lemon",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,77,Hard,U_0322,"Italian, American, Time: Long",3.8,Very delicious and easy to follow.,2025-02-02,Year-round,Dessert,2,711,Eggs,23.63,2.0,Year-round
R_0205,American Style Cheddar with Bun,American,"cheddar, bun, potatoes, beef patty, bbq sauce, tomato, mayo, bacon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0129,"Japanese, American, Time: Long",4.8,"Absolutely loved it, will make again!",2025-02-25,Autumn,Healthy,2,283,Nuts,6.56,6.7,Autumn
R_0437,Indian Style Garlic with Turmeric,Indian,"garlic, turmeric, rice, cumin, coriander",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,44,Medium,U_0372,"French, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-11-06,Year-round,Healthy,6,514,Dairy,3.12,9.4,Year-round
R_0515,Japanese Style Soy sauce with Tuna,Japanese,"soy sauce, tuna, seaweed, wasabi, mirin, salmon, miso, rice",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,45,Medium,U_0258,"Italian, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-09-14,Year-round,Dessert,4,241,Soy,20.4,4.5,Year-round
R_1508,French Style Cheese with Herb de provence,French,"cheese, herb de provence, shallots, wine, cream, baguette",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,43,Medium,U_0241,"Thai, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-30,Year-round,Breakfast,1,319,Dairy,10.26,7.7,Year-round
R_0980,Mexican Style Lime with Beans,Mexican,"lime, beans, cilantro, tomato, jalapeno, cheese, tortilla, avocado",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0215,"Japanese, Thai, Time: Short",3.8,Very delicious and easy to follow.,2025-04-17,Winter,Healthy,1,729,Soy,5.79,4.3,Winter
R_0203,Indian Style Coconut milk with Curry powder,Indian,"coconut milk, curry powder, ginger, turmeric, cumin, onion",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,44,Medium,U_0363,"Greek, Indian, Time: Long",4.8,"Absolutely loved it, will make again!",2025-05-13,Spring,Festive,4,624,None,8.1,8.3,Spring
R_1907,Italian Style Tomato sauce with Garlic,Italian,"tomato sauce, garlic, basil, olive oil, oregano, parmesan",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,82,Hard,U_0352,"Greek, Italian, Time: Any",4.8,"Absolutely loved it, will make again!",2025-10-20,Year-round,Dessert,4,219,Eggs,5.25,4.9,Year-round
R_0786,American Style Lettuce with Bbq sauce,American,"lettuce, bbq sauce, bun, mayo, beef patty, tomato, potatoes, bacon",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,48,Medium,U_0089,"Thai, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-12,Spring,Breakfast,2,296,Seafood,5.79,1.7,Spring
R_0639,Mediterranean Style Lemon with Cucumber,Mediterranean,"lemon, cucumber, feta cheese, pita, tahini, olives",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0325,"Mexican, Japanese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-03-24,Spring,Dessert,2,594,Nuts,10.48,2.6,Spring
R_1918,French Style Shallots with Beef,French,"shallots, beef, butter, wine",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0070,"Chinese, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-15,Summer,Dessert,1,532,None,14.85,9.9,Summer
R_1737,American Style Bbq sauce with Cheddar,American,"bbq sauce, cheddar, tomato, bun, mayo",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,106,Hard,U_0366,"Mediterranean, Japanese, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-04-23,Summer,Party,1,743,Dairy,3.75,7.3,Summer
R_1653,Greek Style Oregano with Cucumber,Greek,"oregano, cucumber,  tomato, garlic, feta, greek yogurt, lamb",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0296,"Chinese, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-10-27,Autumn,Festive,6,457,Nuts,4.42,3.2,Autumn
R_1546,Mediterranean Style Tahini with Cucumber,Mediterranean,"tahini, cucumber, lemon, olives, olive oil, pita, chickpeas",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,112,Hard,U_0428,"American, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-26,Autumn,Dessert,4,156,Seafood,9.12,3.3,Autumn
R_0875,Thai Style Peanut butter with Noodles,Thai,"peanut butter, noodles, coconut milk,  lemongrass, fish sauce, shrimp, curry paste",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,138,Hard,U_0460,"Japanese, Italian, Time: Long",3.8,Very delicious and easy to follow.,2025-03-23,Summer,Healthy,1,791,Eggs,12.73,7.2,Summer
R_1587,American Style Potatoes with Bacon,American,"potatoes, bacon, cheddar, mayo, tomato, bun",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,55,Medium,U_0063,"Chinese, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-06-10,Winter,Festive,4,732,Seafood,23.3,1.1,Winter
R_1100,American Style Mayo with Tomato,American,"mayo, tomato, beef patty, lettuce, bun",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,75,Hard,U_0289,"Chinese, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-13,Summer,Dessert,6,754,Eggs,19.55,6.9,Summer
R_0417,Thai Style Curry paste with Shrimp,Thai,"curry paste, shrimp, noodles, fish sauce, peanut butter,  lemongrass, coconut milk",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0008,"Chinese, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-25,Autumn,Breakfast,1,566,Gluten,23.85,3.2,Autumn
R_0855,Mexican Style Tortilla with Corn,Mexican,"tortilla, corn, cheese, cilantro, lime, tomato, beans, jalapeno",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0358,"American, Mexican, Time: Long",4.8,"Absolutely loved it, will make again!",2025-03-04,Autumn,Festive,2,356,Nuts,8.97,9.4,Autumn
R_0550,French Style Baguette with Wine,French,"baguette, wine, cream, shallots, butter, cheese, beef, herb de provence",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,125,Hard,U_0109,"American, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-12,Autumn,Breakfast,1,709,Gluten,6.61,3.7,Autumn
R_1416,Indian Style Garlic with Coriander,Indian,"garlic, coriander, rice, onion, coconut milk, curry powder",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0339,"Greek, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-23,Autumn,Party,1,258,None,15.22,6.2,Autumn
R_1723,Chinese Style Soy sauce with Scallions,Chinese,"soy sauce, scallions, chicken, tofu, broccoli, garlic, sesame oil, ginger",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0004,"Mediterranean, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-29,Spring,Party,4,510,Gluten,13.63,6.8,Spring
R_1794,Mexican Style Lime with Jalapeno,Mexican,"lime, jalapeno, cilantro, beans, avocado, tomato, corn, cheese",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,146,Hard,U_0368,"Greek, Mexican, Time: Long",5.0,"Absolutely loved it, will make again!",2025-05-20,Winter,Dessert,6,259,Nuts,5.09,5.9,Winter
R_0201,Thai Style Curry paste with Fish sauce,Thai,"curry paste, fish sauce, noodles,  lemongrass, coconut milk, shrimp",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,52,Medium,U_0486,"French, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-19,Winter,Healthy,6,226,None,15.61,9.7,Winter
R_0741,Chinese Style Scallions with Garlic,Chinese,"scallions, garlic, noodles, ginger, soy sauce",1. Chop ingredients. 2. Cook for 26 mins. 3. Serve.,26,Easy,U_0133,"French, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-29,Winter,Weeknight,1,390,Soy,18.06,1.2,Winter
R_0469,American Style Cheddar with Lettuce,American,"cheddar, lettuce, bun, mayo",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,39,Medium,U_0215,"Japanese, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-08-21,Winter,Weeknight,6,796,Seafood,9.3,3.5,Winter
R_0371,French Style Shallots with Beef,French,"shallots, beef, butter, cream, baguette, wine",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0473,"French, Mediterranean, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-09-05,Year-round,Party,4,267,Eggs,2.35,1.9,Year-round
R_1195,Japanese Style Seaweed with Wasabi,Japanese,"seaweed, wasabi, tuna, soy sauce, salmon",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0037,"Greek, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-06,Spring,Weeknight,4,763,Nuts,3.28,1.2,Spring
R_1986,Japanese Style Rice with Salmon,Japanese,"rice, salmon, miso, soy sauce, wasabi, mirin",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0425,"French, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-08,Spring,Healthy,1,669,Soy,24.85,6.1,Spring
R_0279,Chinese Style Scallions with Tofu,Chinese,"scallions, tofu, soy sauce, chicken, ginger, garlic, sesame oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,142,Hard,U_0137,"Italian, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-26,Year-round,Weeknight,6,517,Nuts,19.82,2.6,Year-round
R_1974,Thai Style Peanut butter with Coconut milk,Thai,"peanut butter, coconut milk, shrimp, noodles, curry paste,  lemongrass, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,106,Hard,U_0376,"Mexican, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-08-26,Spring,Breakfast,1,470,Gluten,2.96,6.5,Spring
R_0337,Thai Style Noodles with Fish sauce,Thai,"noodles, fish sauce, curry paste,  lemongrass, coconut milk",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,88,Hard,U_0333,"Mediterranean, French, Time: Long",3.8,Very delicious and easy to follow.,2025-12-23,Winter,Festive,1,377,Seafood,11.93,2.2,Winter
R_0006,Italian Style Oregano with Tomato sauce,Italian,"oregano, tomato sauce, pasta, olive oil, parmesan, garlic",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0195,"French, Italian, Time: Any",4.8,"Absolutely loved it, will make again!",2025-07-19,Winter,Festive,6,555,Soy,22.35,3.4,Winter
R_1657,Greek Style Oregano with Greek yogurt,Greek,"oregano, greek yogurt, lamb, cucumber",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0004,"Mediterranean, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-01,Summer,Party,4,729,Soy,12.82,6.5,Summer
R_1464,American Style Potatoes with Cheddar,American,"potatoes, cheddar, bbq sauce, tomato, beef patty, bun, lettuce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,54,Medium,U_0162,"Italian, Indian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-08-02,Year-round,Weeknight,6,475,Gluten,9.06,8.0,Year-round
R_1618,Chinese Style Sesame oil with Scallions,Chinese,"sesame oil, scallions, chicken, garlic, noodles, soy sauce, ginger, tofu",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0281,"American, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-29,Year-round,Party,1,580,Nuts,13.29,4.7,Year-round
R_0374,Japanese Style Miso with Wasabi,Japanese,"miso, wasabi, seaweed, rice",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0429,"French, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-29,Winter,Dessert,6,249,Soy,12.48,3.1,Winter
R_0288,French Style Shallots with Wine,French,"shallots, wine, cheese, baguette, herb de provence, beef, butter",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0296,"Chinese, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-02-13,Summer,Healthy,2,788,Dairy,17.17,7.2,Summer
R_0063,Japanese Style Tuna with Wasabi,Japanese,"tuna, wasabi, salmon, seaweed, miso",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,34,Medium,U_0457,"Chinese, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-20,Year-round,Healthy,2,230,Nuts,16.02,3.2,Year-round
R_0380,Japanese Style Tuna with Salmon,Japanese,"tuna, salmon, soy sauce, rice, wasabi, miso",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,48,Medium,U_0206,"Greek, Mexican, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-12-18,Autumn,Party,6,280,None,21.61,9.7,Autumn
R_0182,Mexican Style Beans with Jalapeno,Mexican,"beans, jalapeno, lime, avocado, cilantro, tomato",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,118,Hard,U_0420,"Mexican, Italian, Time: Short",4.8,"Absolutely loved it, will make again!",2025-06-08,Year-round,Party,4,480,Dairy,21.05,2.2,Year-round
R_0851,Thai Style Curry paste with Noodles,Thai,"curry paste, noodles,  lemongrass, coconut milk, shrimp, peanut butter, fish sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0190,"American, Thai, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-08-14,Year-round,Weeknight,4,799,None,3.54,9.8,Year-round
R_0110,Mexican Style Tomato with Jalapeno,Mexican,"tomato, jalapeno, corn, lime, cilantro, beans, tortilla, cheese",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,77,Hard,U_0335,"French, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-25,Spring,Breakfast,2,661,Eggs,13.91,8.0,Spring
R_0797,American Style Cheddar with Bacon,American,"cheddar, bacon, bbq sauce, mayo, potatoes, tomato",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0252,"Chinese, Mexican, Time: Short",3.8,Very delicious and easy to follow.,2025-12-08,Autumn,Healthy,1,651,Dairy,10.17,5.7,Autumn
R_1053,American Style Bacon with Bun,American,"bacon, bun, potatoes, tomato, mayo, lettuce, cheddar, beef patty",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0485,"Chinese, American, Time: Short",5.0,"Absolutely loved it, will make again!",2025-08-19,Winter,Weeknight,4,678,Soy,20.39,1.6,Winter
R_1492,French Style Shallots with Cheese,French,"shallots, cheese, herb de provence, wine, baguette, beef, cream, butter",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0385,"Greek, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-24,Spring,Party,4,407,Gluten,21.78,5.9,Spring
R_1173,French Style Cheese with Beef,French,"cheese, beef, wine, butter, cream, herb de provence",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,60,Hard,U_0478,"Japanese, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-07-10,Spring,Party,1,411,Eggs,16.04,3.7,Spring
R_1920,American Style Bun with Mayo,American,"bun, mayo, lettuce, tomato, beef patty",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0419,"French, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-31,Spring,Festive,6,525,Eggs,20.23,8.8,Spring
R_1997,American Style Bacon with Lettuce,American,"bacon, lettuce, tomato, cheddar, mayo, bun, bbq sauce, beef patty",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,146,Hard,U_0369,"Mexican, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-08-10,Spring,Festive,1,375,Dairy,8.02,7.8,Spring
R_0703,Mexican Style Avocado with Jalapeno,Mexican,"avocado, jalapeno, lime, cilantro, tortilla, beans",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,72,Hard,U_0198,"Thai, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-25,Summer,Breakfast,4,657,Seafood,6.73,6.7,Summer
R_1131,Chinese Style Tofu with Garlic,Chinese,"tofu, garlic, sesame oil, chicken, broccoli",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0441,"French, Chinese, Time: Short",5.0,"Absolutely loved it, will make again!",2025-05-09,Autumn,Weeknight,1,393,Nuts,20.37,1.1,Autumn
R_1069,Mediterranean Style Chickpeas with Pita,Mediterranean,"chickpeas, pita, olives, feta cheese, cucumber, olive oil",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0247,"Indian, Thai, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-21,Year-round,Weeknight,1,235,Seafood,9.42,1.7,Year-round
R_0868,Mediterranean Style Feta cheese with Olives,Mediterranean,"feta cheese, olives, cucumber, olive oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,118,Hard,U_0024,"Greek, American, Time: Long",3.8,Very delicious and easy to follow.,2025-10-15,Year-round,Festive,1,524,None,11.81,1.9,Year-round
R_1779,Indian Style Curry powder with Onion,Indian,"curry powder, onion, turmeric, coriander, cumin",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,82,Hard,U_0181,"Mediterranean, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-06,Summer,Party,4,529,Nuts,12.16,6.5,Summer
R_1394,Indian Style Cumin with Turmeric,Indian,"cumin, turmeric, onion, rice, curry powder, coconut milk, coriander",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0005,"French, Thai, Time: Long",3.8,Very delicious and easy to follow.,2025-09-14,Autumn,Festive,6,569,Gluten,2.11,5.7,Autumn
